Date,Temperature(Deg C),Specific Conductance(uS/m),Dissolved Oxygen(mg/L),pH(SU),Oxidation-Reduction Potential(mV),Turbidity(NTU),Chlorophyll a (ug/L)
10/09/09,20.64,178,7.71,7.16,142.52,7.74,2.5
10/10/09,20.28,179,7.76,7.16,149.63,8.71,2.5
10/11/09,20.25,180,7.72,7.16,154.18,10.17,2.5
10/12/09,20.00,179,7.69,7.13,158.74,10.92,2.7
10/13/09,19.86,182,7.50,7.10,161.97,13.62,2.5
10/14/09,19.73,186,7.43,7.11,164.06,16.55,2.6
10/15/09,19.50,188,7.53,7.13,164.42,16.66,2.5
10/16/09,18.92,188,7.85,7.17,171.20,15.25,2.2
10/17/09,18.04,187,8.22,7.24,180.80,15.19,2.4
10/18/09,17.66,186,8.34,7.25,197.85,16.71,2.4
10/19/09,17.12,186,8.51,7.25,215.49,15.87,2.2
10/20/09,17.03,187,8.65,7.23,235.55,16.28,2.2
10/21/09,17.03,187,8.59,7.20,245.33,14.42,2.3
10/22/09,17.16,188,8.59,7.20,250.98,14.25,2.3
10/23/09,17.47,187,8.68,7.23,255.92,15.06,2.1
10/24/09,17.49,184,8.57,7.19,267.28,15.69,2.3
10/25/09,17.41,182,8.61,7.21,256.73,16.66,2.3
10/26/09,17.29,180,8.70,7.22,248.44,18.18,2.2
10/27/09,17.17,179,8.59,7.20,248.52,17.22,2.5
10/28/09,17.02,178,8.54,7.18,251.24,17.95,2.5
10/29/09,16.76,178,8.65,7.19,251.66,17.84,2.2
10/30/09,17.03,178,8.82,7.22,253.01,12.77,2.3
10/31/09,16.97,178,8.70,7.19,254.89,13.00,2.4
11/01/09,16.85,179,8.63,7.18,255.32,12.96,2.3
11/02/09,16.68,179,8.56,7.20,232.78,13.10,2.4
11/03/09,16.57,179,8.70,7.23,235.01,14.91,2.5
11/04/09,16.37,179,8.64,7.21,240.02,15.99,2.5
11/05/09,16.08,178,8.81,7.23,245.30,17.91,2.6
11/06/09,15.74,177,8.88,7.22,254.65,20.69,2.5
11/07/09,15.53,176,8.99,7.22,261.53,24.14,2.5
11/08/09,15.50,176,8.97,7.19,266.78,23.03,2.8
11/09/09,15.62,177,8.87,7.16,268.24,25.60,2.5
11/10/09,15.92,177,8.83,7.13,264.57,27.61,2.6
11/11/09,15.96,175,8.99,7.16,258.91,32.84,2.9
11/12/09,15.65,175,9.14,7.20,258.01,38.68,3.1
11/13/09,15.48,171,9.10,7.20,254.71,34.14,3.4
11/14/09,15.34,169,9.19,7.22,250.77,31.12,3.0
11/15/09,15.48,168,9.10,7.18,249.79,31.57,3.0
11/16/09,15.64,166,9.17,7.14,246.00,32.26,3.1
11/17/09,15.49,166,9.26,7.15,242.54,34.11,2.7
11/18/09,14.86,167,9.42,7.20,242.70,36.62,2.5
11/19/09,14.43,170,9.55,7.25,243.65,41.32,2.4
11/20/09,14.34,171,9.57,7.25,243.83,41.64,2.3
11/21/09,14.38,172,9.53,7.23,240.45,38.49,2.2
11/22/09,14.32,171,9.49,7.23,238.54,43.07,2.1
11/23/09,14.21,170,9.53,7.22,238.32,48.09,2.1
11/24/09,14.09,170,9.65,7.24,238.06,46.05,2.1
11/25/09,13.88,172,9.72,7.25,243.02,51.07,2.1
11/26/09,13.45,173,9.78,7.29,245.25,46.08,2.2
11/27/09,12.94,173,9.72,7.30,256.90,52.64,2.2
11/28/09,12.73,174,9.71,7.32,259.61,42.57,2.2
11/29/09,12.53,177,9.79,7.35,269.44,44.69,2.1
11/30/09,12.41,176,9.91,7.39,282.45,20.93,2.1
12/01/09,12.10,177,9.91,7.39,298.02,21.32,2.3
12/02/09,11.94,178,9.95,7.40,304.79,19.56,2.2
12/03/09,11.55,178,10.04,7.42,327.89,18.40,2.3
12/04/09,11.02,180,10.13,7.45,344.23,19.67,2.2
12/05/09,10.57,178,10.17,7.46,355.06,22.10,2.2
12/06/09,9.90,177,10.32,7.48,363.43,21.59,2.2
12/07/09,9.64,174,10.25,7.44,371.94,23.19,2.3
12/08/09,9.46,170,10.40,7.45,374.63,23.12,2.2
12/09/09,9.47,169,10.66,7.51,373.52,22.36,2.1
12/10/09,9.05,171,10.82,7.57,376.76,25.98,2.2
12/11/09,8.60,169,10.89,7.58,380.29,31.12,2.2
12/12/09,8.31,164,10.95,7.53,381.51,33.18,2.6
12/13/09,8.71,161,10.92,7.45,381.16,38.22,2.7
12/14/09,9.26,165,11.10,7.45,375.30,37.32,2.7
12/15/09,9.32,168,11.55,7.46,373.09,32.79,3.2
12/16/09,8.88,171,11.65,7.48,376.92,42.98,3.0
12/17/09,8.54,164,11.71,7.47,379.22,43.17,2.9
12/18/09,8.56,159,11.76,7.40,380.98,41.35,3.1
12/19/09,8.64,156,11.80,7.36,380.68,39.35,3.4
12/20/09,8.10,152,11.69,7.38,385.68,37.34,3.4
12/21/09,7.68,152,11.66,7.39,387.52,41.61,3.2
12/22/09,7.65,152,11.71,7.39,387.02,39.59,3.1
12/23/09,8.05,151,11.73,7.35,385.78,37.21,3.2
12/24/09,8.49,151,11.70,7.39,381.20,37.02,3.3
12/25/09,8.47,152,11.61,7.48,378.57,37.54,3.3
12/26/09,7.53,152,11.64,7.57,382.18,40.07,3.2
12/27/09,7.23,155,11.72,7.58,383.89,43.59,2.9
12/28/09,6.56,156,11.87,7.59,386.48,42.41,3.1
12/29/09,6.42,155,11.95,7.57,387.30,41.87,3.0
12/30/09,6.13,154,12.16,7.60,386.96,41.62,3.3
12/31/09,6.62,158,12.15,7.57,385.53,40.03,3.1
01/01/10,6.52,158,12.24,7.59,384.16,35.63,3.1
01/02/10,6.02,158,12.36,7.63,385.89,34.22,3.3
01/03/10,5.36,157,12.49,7.67,388.73,34.00,3.4
01/04/10,4.74,156,12.63,7.70,390.70,35.35,3.8
01/05/10,3.97,156,12.85,7.76,393.47,34.72,4.2
01/06/10,3.64,156,12.92,7.77,396.34,39.07,4.5
01/07/10,3.67,157,12.97,7.78,395.66,35.04,5.2
01/08/10,3.43,160,13.00,7.78,396.84,32.72,4.9
01/09/10,3.04,162,13.12,7.81,399.90,35.13,5.2
01/10/10,2.75,164,13.17,7.82,403.78,40.77,5.0
01/11/10,2.44,165,13.29,7.85,404.60,39.73,5.5
01/12/10,2.37,167,13.37,7.87,405.52,39.54,5.7
01/13/10,2.37,166,13.51,7.90,407.02,42.40,6.1
01/14/10,2.53,167,13.68,7.93,405.76,36.64,6.5
01/15/10,3.15,170,13.58,7.92,405.15,38.19,6.9
01/16/10,3.24,172,13.37,7.86,407.47,38.04,7.5
01/17/10,3.63,173,13.39,7.88,402.69,37.22,7.7
01/18/10,4.03,173,13.47,7.92,402.47,36.41,8.7
01/19/10,4.47,174,13.60,7.95,399.65,34.77,10.3
01/20/10,5.05,172,13.52,7.95,396.97,36.25,11.3
01/21/10,5.57,168,13.24,8.19,340.42,22.70,10.5
01/22/10,5.87,158,13.02,8.50,286.99,7.42,9.3
01/23/10,6.36,154,12.67,8.37,287.40,12.07,9.1
01/24/10,6.87,149,12.22,8.27,282.99,17.25,8.8
01/25/10,6.92,148,12.17,8.27,280.68,15.65,8.6
01/26/10,6.37,148,12.27,8.31,281.83,18.13,9.0
01/27/10,5.81,148,12.58,8.38,285.56,17.62,9.9
01/28/10,5.91,149,12.84,8.39,286.64,17.62,10.7
01/29/10,5.79,152,12.86,8.42,286.09,15.16,11.3
01/30/10,5.60,153,12.74,8.40,283.19,15.20,10.4
01/31/10,5.39,154,12.87,8.46,282.58,12.79,10.0
02/01/10,5.60,155,13.03,8.45,280.35,12.01,9.3
02/02/10,6.28,155,13.00,8.34,276.44,12.68,8.0
02/03/10,6.68,151,12.97,8.24,273.57,24.24,6.8
02/04/10,6.65,147,12.98,8.21,273.13,101.01,7.4
02/05/10,6.71,145,12.90,8.16,273.94,243.92,7.0
02/06/10,6.37,143,12.77,8.20,273.84,20.56,7.6
02/07/10,5.87,141,12.74,8.29,274.63,17.11,8.2
02/08/10,5.76,141,12.75,8.25,276.47,17.10,8.0
02/09/10,5.63,140,12.70,8.20,278.44,19.63,6.7
02/10/10,5.22,139,12.82,8.26,279.55,23.92,7.1
02/11/10,5.19,138,12.97,8.27,279.18,21.37,6.7
02/12/10,5.48,138,13.12,8.23,279.15,20.89,6.1
02/13/10,5.47,137,13.24,8.22,279.48,21.37,6.0
02/14/10,5.24,136,13.30,8.21,281.13,22.37,6.2
02/15/10,4.80,133,13.32,8.25,283.51,22.35,7.3
02/16/10,4.23,129,13.32,8.30,288.57,19.59,9.3
02/17/10,4.11,127,13.41,8.32,290.25,17.72,9.0
02/18/10,4.34,127,13.57,8.35,288.79,14.48,9.0
02/19/10,4.76,127,13.70,8.36,285.98,13.44,8.9
02/20/10,5.36,127,13.79,8.37,281.92,11.90,9.3
02/21/10,5.95,128,13.72,8.32,278.01,11.30,9.3
02/22/10,6.10,132,13.37,8.24,274.84,12.43,8.2
02/23/10,5.97,131,13.21,8.30,273.56,8.77,10.0
02/24/10,5.75,133,13.18,8.34,273.68,9.21,9.8
02/25/10,5.48,136,13.19,8.43,273.81,8.36,9.5
02/26/10,5.60,139,13.28,8.51,270.34,7.48,9.7
02/27/10,5.63,140,13.26,8.55,270.19,7.80,10.2
02/28/10,5.81,141,13.28,8.64,268.52,8.62,11.3
03/01/10,6.00,141,13.38,8.70,263.34,7.88,12.7
03/02/10,6.13,146,13.00,8.55,268.07,10.39,11.5
03/03/10,5.97,144,13.06,8.68,266.35,9.95,13.0
03/04/10,6.22,146,13.13,8.72,261.59,8.37,13.3
03/05/10,6.52,146,13.41,8.85,250.77,6.77,13.1
03/06/10,7.01,145,13.90,9.02,240.15,6.07,13.4
03/07/10,7.27,144,14.27,9.19,235.21,6.69,15.2
03/08/10,7.86,146,14.07,9.09,229.35,5.82,13.9
03/09/10,8.31,147,13.88,9.06,228.49,6.24,14.5
03/10/10,8.82,147,13.28,8.95,227.52,6.37,14.0
03/11/10,9.34,150,13.05,8.95,219.90,5.15,13.2
03/12/10,9.90,148,13.08,8.98,214.31,4.93,12.6
03/13/10,9.86,152,12.74,8.82,215.01,5.34,11.7
03/14/10,10.02,153,12.32,8.71,215.39,6.76,11.9
03/15/10,10.06,150,12.07,8.67,216.68,6.77,11.2
03/16/10,9.89,149,11.97,8.61,218.77,7.66,10.9
03/17/10,9.87,148,11.95,8.56,218.46,8.05,10.0
03/18/10,10.26,149,11.92,8.53,215.73,9.01,8.8
03/19/10,10.75,145,12.12,8.60,211.39,9.33,7.4
03/20/10,10.97,147,11.80,8.40,214.31,10.26,6.9
03/21/10,11.05,147,11.58,8.29,217.06,9.56,6.5
03/22/10,10.82,149,11.28,8.19,221.17,8.82,6.5
03/23/10,11.04,148,11.34,8.25,216.45,7.34,5.4
03/24/10,11.41,149,11.55,8.30,214.89,6.22,4.6
03/25/10,11.27,149,11.22,8.19,219.64,6.74,4.7
03/26/10,11.38,150,11.24,8.26,218.29,7.92,5.3
03/27/10,11.48,150,11.33,8.30,218.58,6.15,4.6
03/28/10,11.56,151,11.14,8.25,220.58,6.56,5.0
03/29/10,11.56,152,11.13,8.27,218.88,6.13,5.0
03/30/10,12.14,152,11.32,8.31,211.48,6.46,5.8
03/31/10,12.24,155,11.23,8.28,211.77,6.90,6.0
04/01/10,12.88,157,11.16,8.27,206.88,7.63,4.5
04/02/10,13.48,155,11.16,8.27,201.79,8.43,4.8
04/03/10,14.02,155,11.01,8.22,196.68,11.43,6.4
04/04/10,14.61,154,11.23,8.29,187.61,11.95,8.3
04/05/10,15.50,155,11.22,8.33,175.75,17.75,10.5
04/06/10,16.03,156,10.88,8.21,175.67,26.45,6.6
04/07/10,16.14,155,10.48,8.16,175.75,32.89,6.8
04/08/10,16.20,154,10.12,8.08,176.68,37.67,14.3
04/09/10,16.46,156,10.32,8.15,171.43,50.42,21.9
04/10/10,16.93,155,10.53,8.14,166.45,65.36,6.1
04/11/10,17.73,153,11.27,8.22,156.97,82.63,6.9
04/12/10,18.60,152,12.03,8.41,139.67,89.65,8.9
04/13/10,19.19,149,12.33,8.55,133.20,93.97,11.5
04/14/10,19.79,150,12.36,8.58,127.70,97.04,35.8
04/15/10,20.08,150,11.95,8.49,127.56,104.17,40.0
04/16/10,19.99,149,11.06,8.33,133.40,92.22,43.1
04/17/10,20.03,150,10.58,8.49,122.13,57.43,11.8
04/18/10,19.25,151,9.83,8.23,130.82,89.07,15.0
04/19/10,18.94,151,9.56,8.07,138.30,96.96,24.3
04/20/10,18.89,151,9.22,7.98,144.59,106.92,12.7
04/21/10,19.16,151,8.97,7.92,146.16,100.64,11.7
04/22/10,19.30,150,9.35,8.01,144.25,132.63,7.8
04/23/10,19.23,149,8.97,7.80,156.55,156.37,5.0
04/24/10,19.01,149,8.38,7.62,176.18,155.51,2.2
04/25/10,18.72,148,8.17,7.59,189.45,172.46,1.6
04/26/10,18.53,148,8.10,7.58,193.30,200.86,1.5
04/27/10,18.17,148,8.08,7.55,197.73,263.59,1.7
04/28/10,18.21,148,8.13,7.50,194.71,341.27,1.9
04/29/10,18.34,149,8.19,7.54,186.59,375.81,1.8
04/30/10,18.51,151,8.52,7.58,193.69,455.17,2.4
05/01/10,18.82,156,8.41,7.56,198.23,85.71,1.7
05/02/10,19.01,150,8.22,7.48,196.01,12.67,1.4
05/03/10,19.05,143,7.96,7.41,193.07,27.19,2.3
06/07/10,27.51,141,8.87,7.35,84.50,222.22,57.6
06/08/10,26.87,139,7.50,7.03,103.47,338.37,62.7
06/09/10,26.91,139,7.31,6.99,102.74,558.72,52.5
06/10/10,27.26,139,7.65,7.04,98.24,921.31,84.5
06/11/10,27.15,138,7.04,7.01,105.18,1109.14,79.3
06/12/10,27.60,138,6.90,6.99,99.94,1188.83,91.6
06/13/10,28.30,139,8.07,7.18,92.11,1272.62,107.7
06/14/10,28.59,137,8.23,7.30,84.94,1303.21,129.4
06/15/10,28.62,136,7.38,7.28,81.56,1227.71,111.4
06/16/10,29.04,135,8.07,7.44,70.88,1209.18,125.0
06/17/10,29.37,142,7.92,7.82,192.10,612.89,66.5
06/18/10,28.90,147,7.37,7.57,361.78,3.32,3.9
06/19/10,29.49,148,8.23,7.91,388.14,3.25,5.2
06/20/10,29.99,152,9.44,8.36,399.44,2.58,7.7
06/21/10,30.86,151,9.38,8.32,411.50,2.20,5.0
06/22/10,30.89,152,8.99,8.23,418.43,2.55,5.6
06/23/10,30.73,151,8.31,7.90,432.20,3.55,6.1
06/24/10,30.67,153,7.32,7.61,443.32,4.69,6.6
06/25/10,30.93,158,7.62,7.88,429.68,4.27,7.5
06/26/10,30.76,154,7.59,7.70,437.35,3.14,7.1
06/27/10,30.43,154,6.47,7.41,441.21,4.15,6.3
06/28/10,30.44,153,6.82,7.50,438.80,7.11,14.9
06/29/10,30.44,154,6.99,7.49,440.77,9.05,8.8
06/30/10,29.93,154,6.41,7.40,456.00,4.02,6.5
07/01/10,29.44,156,6.72,7.50,451.22,4.13,8.1
07/02/10,29.19,154,7.18,7.62,443.16,30.69,13.3
07/03/10,28.83,153,6.97,7.53,440.05,62.95,14.7
07/04/10,28.92,151,6.67,7.53,446.11,8.17,4.1
07/05/10,28.94,151,6.21,7.45,449.08,10.53,2.6
07/06/10,29.31,151,6.64,7.60,437.65,9.75,1.8
07/07/10,29.52,153,7.60,7.69,412.81,10.97,6.7
07/08/10,30.34,153,8.08,7.86,397.82,33.40,5.3
07/09/10,30.45,158,7.87,7.89,393.58,42.01,7.1
07/10/10,30.18,154,7.55,7.78,417.64,51.66,6.7
07/11/10,30.03,153,6.95,7.65,451.78,76.55,5.2
07/12/10,29.62,154,6.05,7.47,457.34,353.58,3.5
07/13/10,29.50,154,6.05,7.51,452.01,222.24,3.6
07/14/10,29.99,159,7.05,7.74,431.03,151.21,4.2
07/15/10,30.03,161,7.12,7.72,424.17,51.09,5.6
07/16/10,30.16,163,6.98,7.68,422.38,46.06,3.8
07/17/10,29.84,163,6.41,7.55,430.95,30.42,5.1
07/18/10,29.63,162,6.06,7.42,446.29,28.02,2.7
07/19/10,29.92,165,6.20,7.49,452.06,82.53,3.2
07/20/10,29.86,165,6.40,7.51,454.19,12.43,3.0
07/21/10,29.97,165,6.61,7.57,445.72,22.21,9.5
07/22/10,30.11,164,7.20,7.68,441.22,21.31,12.1
07/23/10,30.40,165,7.36,7.71,440.44,20.23,7.0
07/24/10,30.62,163,7.62,7.77,422.89,76.97,6.6
07/25/10,30.91,169,7.73,8.00,386.86,44.45,10.0
07/26/10,31.20,172,6.91,7.83,406.92,18.84,15.0
07/27/10,30.99,168,7.07,7.68,415.52,173.65,26.4
07/28/10,30.95,168,6.24,7.46,441.41,644.59,9.1
07/29/10,31.36,172,7.02,7.91,407.29,593.35,7.6
07/30/10,31.46,173,7.29,7.88,407.57,6.89,4.8
07/31/10,31.41,168,7.26,7.70,416.93,10.23,5.4
08/01/10,31.17,171,6.69,7.72,413.82,13.65,7.2
08/02/10,31.26,169,5.69,7.48,439.66,29.05,32.0
08/03/10,30.93,169,5.43,7.44,446.23,365.74,15.5
08/04/10,31.40,166,6.11,7.49,442.29,90.99,3.9
08/05/10,31.84,169,6.92,7.89,428.97,61.63,7.7
08/06/10,31.58,174,5.87,7.67,441.35,23.96,9.1
08/07/10,31.37,175,5.34,7.38,450.52,97.75,22.3
08/08/10,31.42,175,5.69,7.20,439.34,197.23,14.7
08/09/10,31.11,172,5.07,7.18,344.93,404.64,18.9
08/10/10,31.26,173,4.83,7.24,213.60,337.62,15.7
08/11/10,31.70,162,6.21,7.73,186.81,75.46,9.1
08/12/10,31.87,151,6.96,7.88,373.39,3.18,8.5
08/13/10,32.31,154,8.08,8.34,371.76,3.66,10.3
08/14/10,32.28,152,7.85,8.26,383.53,7.52,8.7
08/15/10,31.30,153,5.19,7.37,405.84,11.47,5.6
09/16/10,26.17,167,8.03,7.84,105.43,3.36,8.9
09/17/10,26.25,172,8.50,8.14,81.71,2.21,11.5
09/18/10,26.40,173,8.88,8.27,66.31,2.22,10.2
09/19/10,26.55,172,8.89,8.24,53.26,2.15,10.7
09/20/10,26.70,171,8.58,8.09,52.06,1.93,8.0
09/21/10,27.16,163,9.01,8.05,53.67,3.94,7.5
09/22/10,26.95,164,7.79,7.69,61.96,8.46,6.2
09/23/10,26.79,167,7.36,7.64,70.44,9.60,7.0
09/24/10,26.41,170,6.46,7.55,75.95,13.74,4.8
09/25/10,26.52,173,7.57,7.79,66.31,7.70,7.4
09/26/10,25.80,173,6.54,7.61,64.51,7.37,5.7
09/27/10,25.09,172,6.82,7.71,75.62,5.23,4.7
09/28/10,24.40,171,7.35,7.78,89.82,3.53,5.0
09/29/10,24.21,173,7.23,7.74,105.98,3.28,5.2
09/30/10,23.81,172,7.33,7.76,145.46,4.26,5.5
10/01/10,23.27,173,7.78,7.84,160.33,3.68,5.3
10/02/10,22.79,174,7.73,7.79,173.01,3.91,4.7
10/03/10,22.11,176,7.70,7.84,179.60,3.96,3.9
10/04/10,21.25,176,7.88,7.87,173.47,3.74,3.7
10/05/10,20.73,177,7.96,7.86,187.51,3.68,3.6
10/06/10,20.57,179,8.30,7.93,185.18,2.94,4.1
10/07/10,20.55,180,8.30,7.92,166.76,2.24,3.7
10/08/10,20.66,177,8.63,7.92,152.00,1.94,4.0
10/09/10,20.81,180,8.69,7.96,158.86,1.99,3.8
10/10/10,21.14,179,8.72,7.92,145.97,1.69,3.7
10/11/10,20.34,170,8.51,7.59,120.11,2.46,3.5
10/12/10,21.01,175,8.22,7.78,118.99,3.45,3.4
10/13/10,20.88,177,8.07,7.86,105.27,3.55,4.1
10/14/10,20.44,182,8.06,7.86,98.02,3.05,3.4
10/15/10,20.09,183,7.81,7.80,105.04,3.68,3.2
10/16/10,20.00,185,7.84,7.81,110.12,2.78,2.8
10/17/10,19.81,186,7.75,7.80,116.57,2.64,3.0
10/18/10,19.84,185,8.25,7.87,124.97,2.44,4.2
10/19/10,19.76,185,8.45,7.94,125.14,2.42,4.3
10/20/10,19.77,188,8.04,7.85,124.49,2.27,3.7
10/21/10,19.49,187,8.15,7.89,134.13,2.43,3.9
10/22/10,19.44,189,7.99,7.83,135.72,2.02,4.3
10/23/10,19.12,187,8.15,7.86,139.08,2.32,3.3
10/24/10,18.90,186,8.39,7.92,141.16,2.91,2.6
10/25/10,18.92,189,8.38,7.94,143.08,3.29,2.3
10/26/10,18.99,188,8.34,7.97,154.15,3.32,2.2
10/27/10,18.67,186,8.41,7.97,155.63,2.44,2.5
10/28/10,18.42,186,8.54,8.00,162.39,3.41,2.5
10/29/10,18.05,188,8.70,8.02,170.67,2.25,2.8
10/30/10,17.71,190,8.61,7.98,173.10,2.18,2.7
10/31/10,17.66,191,8.85,8.03,156.86,1.76,3.1
11/01/10,17.40,194,8.87,8.02,153.88,1.73,3.3
11/02/10,17.08,195,8.95,8.03,166.06,2.13,3.6
11/03/10,16.89,197,8.72,7.97,184.58,2.09,3.1
11/04/10,16.25,195,8.91,8.05,198.92,4.14,2.5
11/05/10,15.43,195,9.14,8.09,208.48,10.46,2.3
11/06/10,15.01,195,9.37,8.11,203.15,2.37,2.5
11/07/10,14.61,195,9.33,8.08,208.93,2.11,2.3
11/08/10,14.40,195,9.36,8.07,212.94,1.93,2.1
11/09/10,14.45,196,9.43,8.10,216.33,1.92,2.2
11/10/10,14.48,198,9.37,8.10,220.62,1.95,2.2
11/11/10,14.59,200,9.54,8.13,222.74,1.89,2.7
11/12/10,14.67,199,9.87,8.20,220.91,1.89,2.9
11/13/10,14.31,198,9.59,8.12,228.07,2.30,2.3
11/14/10,14.31,200,9.59,8.13,232.32,1.88,2.4
11/15/10,14.04,203,9.41,8.09,236.66,1.83,2.5
11/16/10,13.60,203,9.51,8.11,241.97,2.12,2.3
11/17/10,13.41,204,9.47,8.05,246.47,1.80,2.1
11/18/10,13.38,205,9.47,8.10,244.90,1.81,2.1
11/19/10,13.20,206,9.45,8.06,248.21,1.69,2.0
11/20/10,13.28,209,9.40,8.04,249.67,1.95,1.8
11/21/10,13.18,207,9.48,8.09,252.24,1.94,1.8
11/22/10,13.45,207,9.76,8.17,258.92,2.58,1.7
11/23/10,13.73,208,9.81,8.18,261.58,2.44,2.0
11/24/10,13.57,207,9.81,8.17,264.57,2.39,2.1
11/25/10,13.83,205,9.91,8.23,264.52,2.48,2.1
11/26/10,13.41,204,9.94,8.23,266.05,2.28,2.0
11/27/10,13.14,204,10.01,8.25,269.09,1.50,2.1
11/28/10,12.89,203,10.06,8.27,273.98,1.25,2.1
11/29/10,12.33,203,10.26,8.32,281.50,1.70,1.9
11/30/10,12.39,204,10.10,8.26,289.08,1.50,2.0
12/01/10,11.81,204,10.21,8.26,295.43,1.75,2.0
12/02/10,11.25,206,10.29,8.26,299.09,1.93,2.1
12/03/10,11.02,207,10.20,8.21,304.89,2.51,2.0
12/04/10,11.11,206,10.17,8.23,309.38,4.72,1.9
12/05/10,10.75,206,10.35,8.27,313.54,6.04,2.1
12/06/10,9.98,207,10.53,8.27,315.49,6.26,2.1
12/07/10,9.28,207,10.75,8.29,318.32,4.86,2.1
12/08/10,8.83,207,10.82,8.26,322.69,4.04,2.1
12/09/10,8.36,206,10.90,8.23,327.55,3.56,1.9
12/10/10,8.23,205,10.99,8.24,337.14,3.25,2.3
12/11/10,8.29,207,11.12,8.26,342.78,3.34,1.9
12/12/10,8.07,207,11.20,8.28,343.73,4.22,1.9
12/13/10,6.87,207,11.54,8.33,344.78,4.46,1.9
12/14/10,6.31,207,11.65,8.30,346.66,3.12,2.0
12/15/10,5.48,206,11.94,8.33,349.66,2.21,2.1
12/16/10,5.47,207,11.93,8.22,368.17,2.62,2.3
12/17/10,5.27,207,12.00,8.18,375.85,3.00,2.2
12/18/10,5.30,205,11.98,8.15,380.32,3.16,2.3
12/19/10,5.37,203,11.88,8.12,384.45,3.37,2.2
12/20/10,5.04,202,12.22,8.21,381.63,3.35,2.4
12/21/10,5.63,198,11.81,8.11,386.01,3.74,2.5
12/22/10,5.50,198,12.11,8.06,397.04,5.31,2.8
12/23/10,5.72,197,12.00,8.00,409.07,3.83,2.7
12/24/10,5.71,198,11.89,8.01,415.74,3.46,2.6
12/25/10,5.53,198,12.04,8.02,409.19,3.79,2.7
12/26/10,5.30,198,12.22,7.99,405.91,4.55,2.9
12/27/10,4.75,198,12.45,8.05,408.07,3.92,3.0
12/28/10,4.28,198,12.65,8.12,405.53,3.47,3.0
12/29/10,4.27,198,13.02,8.20,393.17,3.57,3.7
12/30/10,4.90,198,12.84,8.13,392.24,3.91,3.9
12/31/10,5.41,196,12.90,8.15,388.60,3.96,4.5
01/01/11,5.81,195,12.98,8.25,388.29,3.80,6.4
01/02/11,5.54,199,12.69,8.15,395.82,3.18,4.2
01/03/11,5.32,197,13.18,8.33,378.48,3.89,5.6
01/04/11,5.78,201,12.74,8.21,389.04,2.98,3.7
01/05/11,5.91,200,12.50,8.16,397.99,2.92,4.2
01/06/11,6.04,201,12.21,8.10,402.80,3.86,3.2
01/07/11,6.09,202,12.25,8.12,404.74,5.19,3.4
01/08/11,5.81,201,12.32,8.15,398.44,8.80,4.2
01/09/11,5.15,200,12.58,8.22,399.17,6.19,4.7
01/10/11,5.05,198,12.77,8.27,401.97,5.98,5.6
01/11/11,4.85,197,12.74,8.23,403.90,6.51,5.4
01/12/11,4.22,196,13.06,8.28,397.18,6.35,6.6
01/13/11,3.85,198,13.43,8.34,396.47,5.49,6.8
01/14/11,3.73,197,13.64,8.42,392.15,4.95,7.3
01/15/11,3.84,196,13.83,8.49,384.61,4.76,7.8
01/16/11,3.93,196,13.95,8.53,375.97,4.60,8.2
01/17/11,3.84,195,14.57,8.72,361.61,4.53,10.2
01/18/11,4.26,195,14.43,8.73,353.62,4.55,10.4
01/19/11,4.47,195,13.60,8.48,372.61,4.09,8.6
01/20/11,4.09,195,13.91,8.57,373.97,4.40,10.2
01/21/11,3.86,193,13.91,8.62,370.03,4.18,9.9
01/22/11,3.80,195,13.60,8.44,382.42,4.16,8.3
01/23/11,3.56,193,14.24,8.64,370.44,3.82,10.0
01/24/11,3.64,192,14.61,8.85,348.03,3.92,11.3
01/25/11,3.80,192,14.23,8.70,363.88,4.50,11.1
01/26/11,3.62,192,13.74,8.52,363.85,5.56,9.9
01/27/11,3.47,191,14.33,8.72,354.97,5.28,10.3
01/28/11,3.98,193,13.49,8.36,382.43,5.90,7.7
01/29/11,4.25,192,14.52,8.78,351.42,5.43,9.8
01/30/11,4.48,196,14.53,8.69,357.60,5.69,10.6
01/31/11,4.87,200,13.82,8.47,371.27,5.64,9.5
02/01/11,5.20,196,14.21,8.71,350.39,6.07,11.1
02/02/11,5.15,195,13.42,8.51,360.60,6.24,9.4
02/03/11,4.87,194,13.62,8.61,364.49,5.88,10.5
02/04/11,4.96,195,13.62,8.60,370.66,5.69,9.9
02/05/11,4.99,195,13.61,8.63,370.21,5.89,10.2
02/06/11,4.51,194,13.85,8.74,366.08,6.02,11.7
02/07/11,4.65,196,13.72,8.68,369.72,7.05,11.2
02/08/11,4.28,195,13.73,8.72,370.26,7.14,11.8
02/09/11,3.92,194,13.80,8.71,372.55,6.92,11.5
02/10/11,3.67,192,13.57,8.53,384.29,8.76,10.3
02/11/11,3.02,189,14.34,8.76,362.66,7.42,11.7
02/12/11,3.41,191,14.56,8.82,367.65,7.53,11.3
02/13/11,3.91,190,14.52,8.88,358.33,6.82,11.9
02/14/11,4.46,191,14.79,8.96,351.31,6.53,13.3
02/15/11,4.81,191,15.49,9.11,342.34,6.08,14.9
02/16/11,5.35,191,15.66,9.27,325.15,6.16,16.0
02/17/11,5.69,193,15.11,9.17,324.61,6.06,17.7
02/18/11,6.43,186,15.00,9.03,300.34,5.47,29.4
02/19/11,6.58,179,15.31,8.97,274.37,4.47,37.3
