Date,Time,DateTime,Chlorophyll_RFU,Depth_m,fDOM_RFU,ODO_PercSat,ODO_mg_L,SpCond_uS_cm,pH,Temp_C,PAR
10/27/2022,12:10:29,10/27/2022 12:10,1.75,0.405,3.45,105.4,9.78,6608.5,7.72,17.91,
10/27/2022,12:15:29,10/27/2022 12:15,2.06,0.411,3.46,105.6,9.77,6613.5,7.72,18.09,
10/27/2022,12:20:29,10/27/2022 12:20,1.77,0.417,3.46,105.8,9.76,6614.5,7.72,18.242,
10/27/2022,12:25:29,10/27/2022 12:25,1.41,0.423,3.45,106,9.74,6618.6,7.72,18.385,
10/27/2022,12:30:29,10/27/2022 12:30,1.19,0.428,3.46,106.3,9.74,6622.7,7.71,18.538,
10/27/2022,12:35:29,10/27/2022 12:35,1.71,0.434,3.46,106.4,9.73,6624,7.71,18.671,
10/27/2022,12:40:29,10/27/2022 12:40,1.31,0.439,3.49,106.5,9.71,6630.1,7.71,18.816,
10/27/2022,12:45:29,10/27/2022 12:45,1.22,0.391,3.48,106.7,9.7,6632.6,7.71,18.943,
10/27/2022,12:50:29,10/27/2022 12:50,1.26,0.396,3.48,106.9,9.69,6634.2,7.71,19.061,
10/27/2022,12:55:29,10/27/2022 12:55,1.35,0.4,3.49,106.9,9.66,6636.1,7.7,19.19,
10/27/2022,13:00:29,10/27/2022 13:00,1.24,0.404,3.49,106.9,9.65,6641.5,7.7,19.318,
10/27/2022,13:05:29,10/27/2022 13:05,1.36,0.408,3.5,107.1,9.64,6641.5,7.7,19.416,
10/27/2022,13:10:29,10/27/2022 13:10,1.06,0.411,3.48,107.2,9.63,6644.4,7.7,19.52,
10/27/2022,13:15:29,10/27/2022 13:15,1.45,0.415,3.49,107.1,9.61,6647.2,7.7,19.617,
10/27/2022,13:20:29,10/27/2022 13:20,1.51,0.419,3.51,107.3,9.6,6650.2,7.69,19.712,
10/27/2022,13:25:29,10/27/2022 13:25,0.95,0.422,3.48,107.3,9.59,6655.4,7.69,19.805,
10/27/2022,13:30:29,10/27/2022 13:30,1.06,0.425,3.5,107.4,9.57,6655.5,7.69,19.898,
10/27/2022,13:35:29,10/27/2022 13:35,1.54,0.356,3.52,107.3,9.55,6658.8,7.69,19.99,
10/27/2022,13:40:29,10/27/2022 13:40,1.2,0.36,3.51,107.4,9.54,6660.8,7.69,20.067,
10/27/2022,13:45:29,10/27/2022 13:45,1.65,0.362,3.5,107.4,9.53,6664,7.69,20.152,
10/27/2022,13:50:29,10/27/2022 13:50,0.92,0.365,3.51,107.4,9.51,6665.4,7.68,20.237,
10/27/2022,13:55:29,10/27/2022 13:55,0.86,0.368,3.51,107.4,9.5,6669.3,7.68,20.304,
10/27/2022,14:00:29,10/27/2022 14:00,0.86,0.371,3.51,107.3,9.48,6671.5,7.68,20.379,
10/27/2022,14:05:29,10/27/2022 14:05,1.31,0.374,3.53,107.3,9.47,6672.3,7.68,20.451,
10/27/2022,14:10:29,10/27/2022 14:10,1.01,0.376,3.53,107.3,9.45,6674.4,7.68,20.512,
10/27/2022,14:15:29,10/27/2022 14:15,0.81,0.379,3.52,107.3,9.44,6674.3,7.68,20.571,
10/27/2022,14:20:29,10/27/2022 14:20,0.88,0.381,3.52,107.1,9.42,6679.2,7.67,20.64,
10/27/2022,14:25:29,10/27/2022 14:25,0.83,0.383,3.52,107.2,9.41,6681.4,7.67,20.697,
10/27/2022,14:30:29,10/27/2022 14:30,0.88,0.386,3.51,107.1,9.39,6682.3,7.67,20.753,
10/27/2022,14:35:29,10/27/2022 14:35,0.87,0.388,3.53,107,9.37,6682.8,7.67,20.815,
10/27/2022,14:40:29,10/27/2022 14:40,0.89,0.39,3.53,107,9.36,6686.5,7.67,20.864,
10/27/2022,14:45:29,10/27/2022 14:45,1.01,0.392,3.54,106.9,9.35,6688,7.67,20.917,
10/27/2022,14:50:29,10/27/2022 14:50,0.92,0.394,3.54,106.9,9.33,6687.8,7.67,20.961,
10/27/2022,14:55:29,10/27/2022 14:55,1.01,0.396,3.53,106.8,9.32,6690.8,7.66,21.016,
10/27/2022,15:00:29,10/27/2022 15:00,0.7,0.397,3.57,106.7,9.3,6691.6,7.66,21.059,
10/27/2022,15:05:29,10/27/2022 15:05,0.74,0.399,3.57,106.7,9.29,6693,7.66,21.102,
10/27/2022,15:10:29,10/27/2022 15:10,1.09,0.401,3.55,106.6,9.27,6693.8,7.66,21.15,
10/27/2022,15:15:29,10/27/2022 15:15,0.82,0.403,3.55,106.5,9.26,6697.8,7.66,21.193,
10/27/2022,15:20:29,10/27/2022 15:20,0.57,0.404,3.57,106.4,9.24,6699.3,7.65,21.237,
10/27/2022,15:25:29,10/27/2022 15:25,0.7,0.406,3.56,106.3,9.23,6700.7,7.65,21.269,
10/27/2022,15:30:29,10/27/2022 15:30,0.62,0.407,3.57,106.2,9.22,6701.1,7.65,21.301,
10/27/2022,15:35:29,10/27/2022 15:35,0.77,0.408,3.57,106.1,9.2,6701.5,7.65,21.345,
10/27/2022,15:40:29,10/27/2022 15:40,0.9,0.41,3.59,106,9.18,6702,7.65,21.377,
10/27/2022,15:45:29,10/27/2022 15:45,0.75,0.411,3.58,105.9,9.17,6705.8,7.65,21.401,
10/27/2022,15:50:29,10/27/2022 15:50,0.57,0.413,3.59,105.8,9.15,6706.3,7.65,21.436,
10/27/2022,15:55:29,10/27/2022 15:55,0.63,0.339,3.6,105.7,9.14,6708.1,7.64,21.475,
10/27/2022,16:00:29,10/27/2022 16:00,0.6,0.341,3.57,105.7,9.13,6708.3,7.64,21.504,
10/27/2022,16:05:29,10/27/2022 16:05,1.15,0.342,3.59,105.5,9.11,6710.2,7.64,21.532,
10/27/2022,16:10:29,10/27/2022 16:10,0.78,0.344,3.6,105.4,9.1,6711.1,7.64,21.559,
